,index,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Reporting_Airline,DOT_ID_Reporting_Airline,IATA_CODE_Reporting_Airline,Tail_Number,Flight_Number_Reporting_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Unnamed: 109,MFR MDL CODE,YEAR MFR,NAME,AircraftType,EngineType,AircraftAge,AircraftManufacturer,AircraftModel,S_Hour_departure,S_Hour_arrival,day_of_week,label
1990,5663833,2019,4,12,4,3,2019-12-04,9E,20363,9E,N902XJ,5415,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,3620,1215.0,-5.0,0.0,0.0,-1.0,1200-1259,20.0,1235.0,1347.0,14.0,3739,1401.0,-18.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,119.0,106.0,72.0,1.0,425.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,12,14,2,151
2002,5221549,2019,4,12,4,3,2019-12-04,9E,20363,9E,N279PQ,5192,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3630,1251.0,21.0,21.0,1.0,1.0,1200-1259,18.0,1309.0,1417.0,6.0,3749,1423.0,-6.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,119.0,92.0,68.0,1.0,431.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,12,14,2,152
2007,5219459,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8896A,5120,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,3636,1227.0,-9.0,0.0,0.0,-1.0,1200-1259,16.0,1243.0,1330.0,3.0,3731,1333.0,-38.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,95.0,66.0,47.0,1.0,266.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,12,14,2,153
2010,5221493,2019,4,12,4,3,2019-12-04,9E,20363,9E,N923XJ,5188,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,3641,1239.0,-2.0,0.0,0.0,-1.0,1200-1259,15.0,1254.0,1350.0,29.0,3728,1419.0,11.0,11.0,0.0,0.0,1400-1459,0.0,,0.0,87.0,100.0,56.0,1.0,213.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,12,14,2,154
2019,5665210,2019,4,12,4,3,2019-12-04,9E,20363,9E,N390CA,5464,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,3650,1247.0,-3.0,0.0,0.0,-1.0,1200-1259,14.0,1301.0,1359.0,4.0,3752,1403.0,-29.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,102.0,76.0,58.0,1.0,292.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390015,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2C10         ,12,14,2,155
2045,5508022,2019,4,12,4,3,2019-12-04,9E,20363,9E,N335PQ,5313,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,3689,1327.0,-2.0,0.0,0.0,-1.0,1300-1359,11.0,1338.0,1517.0,24.0,3830,1541.0,-9.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,141.0,134.0,99.0,1.0,585.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,13,15,2,156
2046,5354519,2019,4,12,4,3,2019-12-04,9E,20363,9E,N330PQ,4802,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,3690,1329.0,-1.0,0.0,0.0,-1.0,1300-1359,41.0,1410.0,1632.0,10.0,3895,1642.0,-13.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,265.0,253.0,202.0,1.0,1391.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,13,16,2,157
2047,5666846,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8683B,5042,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,3690,1326.0,-4.0,0.0,0.0,-1.0,1300-1359,19.0,1345.0,1429.0,4.0,3778,1433.0,-25.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,88.0,67.0,44.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2002,DELTA AIR LINES INC                               ,5,5.0,17,BOMBARDIER INC                ,CL-600-2B19         ,13,14,2,158
2051,5664455,2019,4,12,4,3,2019-12-04,9E,20363,9E,N331PQ,5433,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,10693,1069302,30693,BNA,"Nashville, TN",TN,47,Tennessee,54,3698,1424.0,46.0,46.0,1.0,3.0,1300-1359,14.0,1438.0,1531.0,7.0,3804,1538.0,14.0,14.0,0.0,0.0,1500-1559,0.0,,0.0,166.0,134.0,113.0,1.0,764.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,13,15,2,159
2062,5218110,2019,4,12,4,3,2019-12-04,9E,20363,9E,N924EV,5080,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,3715,1353.0,-2.0,0.0,0.0,-1.0,1300-1359,19.0,1412.0,1453.0,5.0,3795,1458.0,-17.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,80.0,65.0,41.0,1.0,184.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2003,DELTA AIR LINES INC                               ,5,5.0,16,BOMBARDIER INC                ,CL-600-2B19         ,13,15,2,160
2063,5504241,2019,4,12,4,3,2019-12-04,9E,20363,9E,N296PQ,4896,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,3715,1351.0,-4.0,0.0,0.0,-1.0,1300-1359,13.0,1404.0,1444.0,3.0,3789,1447.0,-22.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,74.0,56.0,40.0,1.0,231.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,13,15,2,161
2076,5666196,2019,4,12,4,3,2019-12-04,9E,20363,9E,N307PQ,5021,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,3730,1407.0,-3.0,0.0,0.0,-1.0,1400-1459,17.0,1424.0,1449.0,8.0,3791,1457.0,-14.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,61.0,50.0,25.0,1.0,95.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,14,15,2,162
2086,5662221,2019,4,12,4,3,2019-12-04,9E,20363,9E,N600LR,5366,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,3742,1418.0,-4.0,0.0,0.0,-1.0,1400-1459,21.0,1439.0,1523.0,4.0,3817,1527.0,-10.0,0.0,0.0,-1.0,1500-1559,0.0,,0.0,75.0,69.0,44.0,1.0,227.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,14,15,2,163
2091,5218053,2019,4,12,4,3,2019-12-04,9E,20363,9E,N136EV,5078,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,3745,1441.0,16.0,16.0,1.0,1.0,1400-1459,27.0,1508.0,1639.0,9.0,3867,1648.0,21.0,21.0,1.0,1.0,1600-1659,0.0,,0.0,122.0,127.0,91.0,1.0,612.0,3,16.0,0.0,5.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,14,16,2,164
2109,5667971,2019,4,12,4,3,2019-12-04,9E,20363,9E,N917XJ,5250,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11042,1104205,30647,CLE,"Cleveland, OH",OH,39,Ohio,44,3770,1446.0,-4.0,0.0,0.0,-1.0,1400-1459,12.0,1458.0,1711.0,17.0,3959,1728.0,-31.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,129.0,102.0,73.0,1.0,622.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,14,17,2,165
2110,5356591,2019,4,12,4,3,2019-12-04,9E,20363,9E,N601LR,4860,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14685,1468502,34685,SAV,"Savannah, GA",GA,13,Georgia,34,3771,1446.0,-5.0,0.0,0.0,-1.0,1400-1459,13.0,1459.0,1639.0,3.0,3923,1642.0,-41.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,152.0,116.0,100.0,1.0,718.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,14,17,2,166
2130,5667006,2019,4,12,4,3,2019-12-04,9E,20363,9E,N833AY,5049,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,3785,1518.0,13.0,13.0,0.0,0.0,1500-1559,17.0,1535.0,1623.0,10.0,3884,1633.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,99.0,75.0,48.0,1.0,266.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,15,16,2,167
2147,5507525,2019,4,12,4,3,2019-12-04,9E,20363,9E,N915XJ,5299,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,3805,1522.0,-3.0,0.0,0.0,-1.0,1500-1559,20.0,1542.0,1631.0,8.0,3903,1639.0,-24.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,98.0,77.0,49.0,1.0,292.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,15,17,2,168
2163,5507417,2019,4,12,4,3,2019-12-04,9E,20363,9E,N298PQ,5296,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,10721,1072102,30721,BOS,"Boston, MA",MA,25,Massachusetts,13,3820,1540.0,0.0,0.0,0.0,0.0,1500-1559,24.0,1604.0,1645.0,8.0,3914,1653.0,-21.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,94.0,73.0,41.0,1.0,187.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,15,17,2,169
2190,5221222,2019,4,12,4,3,2019-12-04,9E,20363,9E,N600LR,5178,11278,1127805,30852,DCA,"Washington, DC",VA,51,Virginia,38,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3854,1603.0,-11.0,0.0,0.0,-1.0,1600-1659,27.0,1630.0,1714.0,5.0,3932,1719.0,-13.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,78.0,76.0,44.0,1.0,227.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,16,17,2,170
2215,5354036,2019,4,12,4,3,2019-12-04,9E,20363,9E,N8896A,4789,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,3898,1654.0,-4.0,0.0,0.0,-1.0,1600-1659,27.0,1721.0,1807.0,5.0,3995,1812.0,-23.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,97.0,78.0,46.0,1.0,209.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,16,18,2,171
2223,5665525,2019,4,12,4,3,2019-12-04,9E,20363,9E,N335PQ,5490,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,3900,1652.0,-8.0,0.0,0.0,-1.0,1700-1759,11.0,1703.0,1815.0,12.0,4011,1827.0,-24.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,171.0,155.0,132.0,1.0,812.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,DELTA AIR LINES INC                               ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,17,18,2,172
2239,5666634,2019,4,12,4,3,2019-12-04,9E,20363,9E,N905XJ,5037,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,3912,1711.0,-1.0,0.0,0.0,-1.0,1700-1759,18.0,1729.0,1854.0,5.0,4052,1859.0,-33.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,140.0,108.0,85.0,1.0,509.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,2,173
2244,5665071,2019,4,12,4,3,2019-12-04,9E,20363,9E,N819AY,5453,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,3921,1717.0,-4.0,0.0,0.0,-1.0,1700-1759,15.0,1732.0,1823.0,3.0,4017,1826.0,-31.0,0.0,0.0,-2.0,1800-1859,0.0,,0.0,96.0,69.0,51.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,WELLS FARGO TRUST CO NA TRUSTEE                   ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,17,18,2,174
2251,5353987,2019,4,12,4,3,2019-12-04,9E,20363,9E,N909XJ,4788,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14122,1412202,30198,PIT,"Pittsburgh, PA",PA,42,Pennsylvania,23,3930,1750.0,20.0,20.0,1.0,1.0,1700-1759,18.0,1808.0,1905.0,8.0,4034,1913.0,-1.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,104.0,83.0,57.0,1.0,335.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,2,175
2253,5506275,2019,4,12,4,3,2019-12-04,9E,20363,9E,N902XJ,5261,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14492,1449202,34492,RDU,"Raleigh/Durham, NC",NC,37,North Carolina,36,3932,1732.0,0.0,0.0,0.0,0.0,1700-1759,22.0,1754.0,1905.0,3.0,4052,1908.0,-24.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,120.0,96.0,71.0,1.0,427.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,17,19,2,176
2286,5355469,2019,4,12,4,3,2019-12-04,9E,20363,9E,N920XJ,4829,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,3954,1755.0,1.0,1.0,0.0,0.0,1700-1759,27.0,1822.0,1912.0,6.0,4044,1918.0,-6.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,90.0,83.0,50.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,17,19,2,177
2316,5356030,2019,4,12,4,3,2019-12-04,9E,20363,9E,N800AY,4844,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,3995,1828.0,-7.0,0.0,0.0,-1.0,1800-1859,20.0,1848.0,1850.0,16.0,4032,1906.0,-6.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,97.0,98.0,62.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2004,DELTA AIR LINES INC                               ,5,5.0,15,BOMBARDIER INC                ,CL-600-2B19         ,18,19,2,178
2360,5665865,2019,4,12,4,3,2019-12-04,9E,20363,9E,N933XJ,5512,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,14524,1452401,34524,RIC,"Richmond, VA",VA,51,Virginia,38,4075,1946.0,-9.0,0.0,0.0,-1.0,1900-1959,25.0,2011.0,2104.0,8.0,4193,2112.0,-41.0,0.0,0.0,-2.0,2100-2159,0.0,,0.0,118.0,86.0,53.0,1.0,288.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,19,21,2,179
2396,5663855,2019,4,12,4,3,2019-12-04,9E,20363,9E,N836AY,5416,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,12264,1226402,30852,IAD,"Washington, DC",VA,51,Virginia,38,4120,2032.0,-8.0,0.0,0.0,-1.0,2000-2059,21.0,2053.0,2149.0,5.0,4213,2154.0,-19.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,93.0,82.0,56.0,1.0,228.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390008,2005,DELTA AIR LINES INC                               ,5,5.0,14,BOMBARDIER INC                ,CL-600-2B19         ,20,22,2,180
2398,5666974,2019,4,12,4,3,2019-12-04,9E,20363,9E,N905XJ,5048,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,10785,1078502,30785,BTV,"Burlington, VT",VT,50,Vermont,16,4124,2043.0,-1.0,0.0,0.0,-1.0,2000-2059,69.0,2152.0,2306.0,7.0,4244,2313.0,29.0,29.0,1.0,1.0,2200-2259,0.0,,0.0,120.0,150.0,74.0,1.0,537.0,3,0.0,0.0,29.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,20,22,2,181
2418,5357056,2019,4,12,4,3,2019-12-04,9E,20363,9E,N329PQ,4872,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,4169,2124.0,-5.0,0.0,0.0,-1.0,2100-2159,20.0,2144.0,2225.0,5.0,4253,2230.0,-23.0,0.0,0.0,-2.0,2200-2259,0.0,,0.0,84.0,66.0,41.0,1.0,269.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,21,22,2,182
2449,5218851,2019,4,12,5,4,2019-12-05,9E,20363,9E,N296PQ,5101,14576,1457606,34576,ROC,"Rochester, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4655,525.0,-10.0,0.0,0.0,-1.0,0001-0559,19.0,544.0,633.0,6.0,4753,639.0,-34.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,98.0,74.0,49.0,1.0,264.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2013,DELTA AIR LINES INC                               ,5,5.0,6,BOMBARDIER INC                ,CL-600-2D24         ,5,7,3,183
2451,5663040,2019,4,12,5,4,2019-12-05,9E,20363,9E,N920XJ,5390,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4660,537.0,-3.0,0.0,0.0,-1.0,0001-0559,32.0,609.0,704.0,7.0,4763,711.0,-12.0,0.0,0.0,-1.0,0700-0759,0.0,,0.0,103.0,94.0,55.0,1.0,301.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2008,DELTA AIR LINES INC                               ,5,5.0,11,BOMBARDIER INC                ,CL-600-2D24         ,5,7,3,184
2452,5220273,2019,4,12,5,4,2019-12-05,9E,20363,9E,N601LR,5147,15096,1509602,35096,SYR,"Syracuse, NY",NY,36,New York,22,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4665,540.0,-5.0,0.0,0.0,-1.0,0001-0559,54.0,634.0,718.0,7.0,4765,725.0,0.0,0.0,0.0,0.0,0700-0759,0.0,,0.0,100.0,105.0,44.0,1.0,209.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2007,DELTA AIR LINES INC                               ,5,5.0,12,BOMBARDIER INC                ,CL-600-2D24         ,5,7,3,185
2453,5218467,2019,4,12,5,4,2019-12-05,9E,20363,9E,N329PQ,5091,14321,1432105,34321,PWM,"Portland, ME",ME,23,Maine,12,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4665,540.0,-5.0,0.0,0.0,-1.0,0001-0559,27.0,607.0,655.0,6.0,4764,701.0,-23.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,99.0,81.0,48.0,1.0,273.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2014,BANK OF UTAH TRUSTEE                              ,5,5.0,5,BOMBARDIER INC                ,CL-600-2D24         ,5,7,3,186
2462,5354877,2019,4,12,5,4,2019-12-05,9E,20363,9E,N138EV,4812,12339,1233904,32337,IND,"Indianapolis, IN",IN,18,Indiana,42,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,4680,559.0,-1.0,0.0,0.0,-1.0,0600-0659,21.0,620.0,759.0,10.0,4810,809.0,-1.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,130.0,130.0,99.0,1.0,665.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1390016,2009,DELTA AIR LINES INC                               ,5,5.0,10,BOMBARDIER INC                ,CL-600-2D24         ,6,8,3,187
